Name,Region_1depth_Name,Region_2depth_Name,Region_3depth_Name,Category,Latitude,Longitude
전주식당,전북특별자치도,전주시 완산구,남노송동,음식점 > 한식,35.8177823,127.153926
PNB풍년제과 한옥마을 1호점,전북특별자치도,전주시 완산구,교동,"음식점 > 간식 > 제과,베이커리",35.81456808,127.1527735
교동석갈비,전북특별자치도,전주시 완산구,풍남동3가,"음식점 > 한식 > 육류,고기 > 갈비",35.81473867,127.151862
한울밥상,전북특별자치도,전주시 완산구,남노송동,음식점 > 한식,35.81871827,127.1549724
전주전집 전주한옥마을점,전북특별자치도,전주시 완산구,풍남동2가,음식점 > 한식,35.81910789,127.1519301
전망,전북특별자치도,전주시 완산구,풍남동3가,음식점 > 한식,35.8163609,127.1540129
양반가,전북특별자치도,전주시 완산구,풍남동3가,음식점 > 한식 > 한정식,35.81614545,127.1512185
매당,전북특별자치도,전주시 완산구,풍남동1가,음식점 > 한식 > 한정식,35.81839904,127.1515824
교동떡갈비,전북특별자치도,전주시 완산구,풍남동3가,"음식점 > 한식 > 육류,고기 > 갈비",35.81534741,127.1522615
가득,전북특별자치도,전주시 완산구,경원동3가,"음식점 > 일식 > 초밥,롤",35.82176312,127.1474932
전동떡갈비앤브리즈,전북특별자치도,전주시 완산구,전동,음식점 > 한식,35.81599351,127.1487529
해태바베큐,전북특별자치도,전주시 완산구,경원동2가,음식점 > 치킨,35.8183728,127.1487772
하숙영가마솥비빔밥,전북특별자치도,전주시 완산구,중앙동3가,음식점 > 한식,35.8174247,127.1458121
성미당 본점,전북특별자치도,전주시 완산구,중앙동3가,음식점 > 한식,35.81733871,127.1453782
영흥관,전북특별자치도,전주시 완산구,경원동3가,음식점 > 중식 > 중국요리,35.82025147,127.1476852
다우랑 1호점,전북특별자치도,전주시 완산구,교동,음식점 > 분식,35.8142062,127.1510024
장가네왕족발,전북특별자치도,전주시 완산구,풍남동2가,"음식점 > 한식 > 육류,고기 > 족발,보쌈",35.81931623,127.1525258
교동시래청,전북특별자치도,전주시 완산구,풍남동3가,음식점 > 한식,35.81653626,127.1550147
전주현대옥 전주한옥마을점,전북특별자치도,전주시 완산구,교동,음식점 > 한식 > 국밥 > 전주현대옥,35.81310106,127.1525848
풍남정,전북특별자치도,전주시 완산구,전동,음식점 > 한식,35.81396982,127.1490401
경기전중앙숯불,전북특별자치도,전주시 완산구,풍남동3가,"음식점 > 한식 > 육류,고기",35.81607373,127.150913
한옥마을물갈비,전북특별자치도,전주시 완산구,풍남동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.81927143,127.1523188
조선옥 한옥마을점,전북특별자치도,전주시 완산구,풍남동3가,음식점 > 한식,35.81638345,127.1540052
베네디토마노,전북특별자치도,전주시 완산구,남노송동,음식점 > 양식 > 이탈리안,35.81998395,127.1540288
계수나무짬뽕,전북특별자치도,전주시 완산구,경원동1가,음식점 > 중식 > 중국요리,35.817742,127.1487119
종로회관,전북특별자치도,전주시 완산구,전동,음식점 > 한식,35.81481461,127.1487905
PNB풍년제과 한옥마을3호점,전북특별자치도,전주시 완산구,풍남동2가,"음식점 > 간식 > 제과,베이커리",35.81771959,127.152213
자매갈비전골,전북특별자치도,전주시 완산구,남노송동,"음식점 > 한식 > 찌개,전골",35.81984499,127.153452
명성옥 전주본점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 찌개,전골",35.8283091,127.1627512
예우랑 아중점,전북특별자치도,전주시 완산구,중노송동,음식점 > 한식,35.82456503,127.1609243
백송회관,전북특별자치도,전주시 완산구,서노송동,음식점 > 한식,35.82343022,127.149143
남노갈비 본점,전북특별자치도,전주시 완산구,풍남동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.81917212,127.1531663
기와,전북특별자치도,전주시 완산구,남노송동,음식점 > 한식 > 한정식,35.81778234,127.1538995
아중고기마트,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.8279785,127.1639569
도미노피자 전주인후점,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 양식 > 피자 > 도미노피자,35.82515904,127.1615363
현대옥 아중점,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식 > 국밥 > 전주현대옥,35.82605616,127.1645881
오목돌바지락손칼국수,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식 > 국수 > 칼국수,35.83070886,127.1629686
경성금돼지,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.83316138,127.1608155
아리랑하우스,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.82360709,127.1654949
항아리손칼국수,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식 > 국수 > 칼국수,35.82809256,127.1629257
한울밥상,전북특별자치도,전주시 완산구,남노송동,음식점 > 한식,35.81871827,127.1549724
도도랑족발보쌈 본점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기 > 족발,보쌈",35.82653403,127.163115
오태집,전북특별자치도,전주시 완산구,중노송동,음식점 > 퓨전요리,35.82651801,127.1533807
전주식당,전북특별자치도,전주시 완산구,남노송동,음식점 > 한식,35.8177823,127.153926
3초삽삼겹살,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기 > 삼겹살",35.82497574,127.1637891
임금님잔치국수,전북특별자치도,전주시 완산구,중노송동,음식점 > 한식 > 국수,35.82339412,127.1576551
미담,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.82485013,127.1633705
가화만사성,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 중식 > 중국요리,35.8248788,127.1635012
전주전집 전주한옥마을점,전북특별자치도,전주시 완산구,풍남동2가,음식점 > 한식,35.81910789,127.1519301
토방생선가,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.82607152,127.1612372
전주옥면 평양냉면,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식 > 냉면,35.8294043,127.1592607
베네디토마노,전북특별자치도,전주시 완산구,남노송동,음식점 > 양식 > 이탈리안,35.81998395,127.1540288
쭈꾸미신화 아중점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.83322992,127.1621238
시선,전북특별자치도,전주시 완산구,중노송동,"음식점 > 한식 > 육류,고기",35.82334248,127.1578575
흑돈담,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.83032108,127.1611373
생선이야기,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.83313662,127.1618049
원평시골피순대,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식 > 순대,35.82723283,127.1687583
하이퐁,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 아시아음식 > 동남아음식 > 베트남음식,35.8325216,127.1580141
장가네왕족발,전북특별자치도,전주시 완산구,풍남동2가,"음식점 > 한식 > 육류,고기 > 족발,보쌈",35.81931623,127.1525258
솜리치킨 아중점,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 치킨,35.82865977,127.1640225
한오백년추어탕 전주점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선 > 추어",35.82486935,127.1618213
달빛에구운고등어 아중점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.83340525,127.1630937
참숯한우천국 인후점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.82708263,127.1678882
명복이네집,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식,35.82733842,127.1627703
푸라닭치킨 전주아중점,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 치킨 > 푸라닭치킨,35.82821729,127.163331
백련시래꽃,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식,35.82966374,127.15452
전주할매닭발 아중점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기 > 닭요리",35.82493489,127.1620095
한옥마을물갈비,전북특별자치도,전주시 완산구,풍남동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.81927143,127.1523188
미담덕장 아중점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.82558125,127.1638855
킹콩부대찌개 전주아중점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 찌개,전골 > 킹콩부대찌개",35.82550423,127.163529
브라더한정식도시락 전주아중점,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 도시락,35.82565455,127.1623441
굽네치킨 전주아중점,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 치킨 > 굽네치킨,35.82788339,127.1649682
솔가숯불갈비 전주본점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.82877688,127.1730556
명성옥 전주본점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 찌개,전골",35.8283091,127.1627512
전라도음식이야기,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 한정식,35.83300576,127.1729342
오목돌바지락손칼국수,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식 > 국수 > 칼국수,35.83070886,127.1629686
경성금돼지,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.83316138,127.1608155
겐돈소바 전주본점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 일식 > 돈까스,우동",35.8347714,127.1658457
신돈조선별관 본점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.83556116,127.1682514
기찻길옆오막살이,전북특별자치도,전주시 덕진구,우아동1가,음식점 > 한식,35.82873748,127.1753685
아중고기마트,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.8279785,127.1639569
쭈꾸미신화 아중점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.83322992,127.1621238
바다꽃게탕 아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 게,대게",35.82886992,127.1710173
열정마산아구,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 아구",35.83180224,127.172542
달빛에구운고등어 아중점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.83340525,127.1630937
원조진안흑돼지,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기",35.83172316,127.1723847
유가반점,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 중식 > 중국요리,35.83025259,127.1696479
생선이야기,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.83313662,127.1618049
현대옥 아중점,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식 > 국밥 > 전주현대옥,35.82605616,127.1645881
항아리손칼국수,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식 > 국수 > 칼국수,35.82809256,127.1629257
킹아구해물찜 전주본점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선 > 아구",35.83369028,127.162926
예우랑 아중점,전북특별자치도,전주시 완산구,중노송동,음식점 > 한식,35.82456503,127.1609243
중화요리풍미,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 중식 > 중국요리,35.83465986,127.163052
원평시골피순대,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식 > 순대,35.82723283,127.1687583
돔베초밥 아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 일식 > 초밥,롤",35.8291223,127.1741365
진미면막국수,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 국수,35.83339869,127.1729439
중화정,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 중식 > 양꼬치,35.83444951,127.1639768
옛촌막걸리 아중점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 술집 > 호프,요리주점 > 탁사발",35.83186121,127.1638918
백김치새싹막회 본점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 회",35.82963287,127.1750673
별미아구찜,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선 > 아구",35.8350699,127.163739
남원춘향골추어탕,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 추어",35.83646514,127.1682389
흑돈담,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.83032108,127.1611373
고산촌,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기",35.83628563,127.1683547
양푼집,전북특별자치도,전주시 덕진구,우아동1가,"음식점 > 한식 > 찌개,전골",35.82576957,127.1710328
한옥면옥,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 냉면,35.8348909,127.170614
아중각,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 중식 > 중국요리,35.8352919,127.1674539
달인명품호떡,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 간식,35.82739877,127.1686768
조개꽃천지 아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 조개",35.83005468,127.1719318
농부며느리,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식,35.82961186,127.1715102
신쓰부,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 중식 > 중국요리,35.82777085,127.1681331
이버시숯불갈비 아중본점,전북특별자치도,전주시 덕진구,우아동1가,"음식점 > 한식 > 육류,고기 > 갈비",35.82775321,127.17169
봉화골화로구이 아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.82998646,127.1717324
최동민양푼갈비 전주아중1호점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.83031011,127.1722953
참숯한우천국 인후점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.82708263,127.1678882
명륜진사갈비 전주아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 갈비 > 명륜진사갈비",35.82794293,127.1707375
도도랑족발보쌈 본점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기 > 족발,보쌈",35.82653403,127.163115
솜리치킨 아중점,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 치킨,35.82865977,127.1640225
전라도음식이야기,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 한정식,35.83300576,127.1729342
솔가숯불갈비 전주본점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.82877688,127.1730556
신돈조선별관 본점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.83556116,127.1682514
겐돈소바 전주본점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 일식 > 돈까스,우동",35.8347714,127.1658457
열정마산아구,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 아구",35.83180224,127.172542
기찻길옆오막살이,전북특별자치도,전주시 덕진구,우아동1가,음식점 > 한식,35.82873748,127.1753685
원조진안흑돼지,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기",35.83172316,127.1723847
진미면막국수,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 국수,35.83339869,127.1729439
한옥면옥,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 냉면,35.8348909,127.170614
남원춘향골추어탕,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 추어",35.83646514,127.1682389
고산촌,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기",35.83628563,127.1683547
원조남원골추어탕,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 추어",35.83441835,127.1708211
향토식당,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식,35.83679255,127.1693442
부평굴요리,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 굴,전복",35.83617084,127.1679427
아중각,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 중식 > 중국요리,35.8352919,127.1674539
백김치새싹막회 본점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 회",35.82963287,127.1750673
바다꽃게탕 아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 게,대게",35.82886992,127.1710173
돔베초밥 아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 일식 > 초밥,롤",35.8291223,127.1741365
유가반점,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 중식 > 중국요리,35.83025259,127.1696479
우리밀누룩꽃빵,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 간식 > 제과,베이커리",35.83370114,127.1725782
여수굴세꼬시,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 굴,전복",35.83680164,127.1680016
군산막회,전북특별자치도,전주시 덕진구,산정동,"음식점 > 한식 > 해물,생선 > 회",35.83628356,127.1698257
경성금돼지,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.83316138,127.1608155
달빛에구운고등어 아중점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.83340525,127.1630937
쭈꾸미신화 아중점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.83322992,127.1621238
88콩나물국밥 고려병원점,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식 > 국밥,35.83893854,127.167342
핸더 아중점,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 양식 > 이탈리안,35.82924346,127.1744887
쌈밥마을고기나라,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식 > 쌈밥,35.83686558,127.1699597
최동민양푼갈비 전주아중1호점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.83031011,127.1722953
중화요리풍미,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 중식 > 중국요리,35.83465986,127.163052
양평해장국 아중점,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 해장국,35.8354135,127.1655527
별미아구찜,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선 > 아구",35.8350699,127.163739
조개꽃천지 아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 조개",35.83005468,127.1719318
김돈이 아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기",35.8356439,127.1664342
금빛한우,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기",35.83658011,127.1672253
오목돌바지락손칼국수,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 한식 > 국수 > 칼국수,35.83070886,127.1629686
봉화골화로구이 아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.82998646,127.1717324
중화정,전북특별자치도,전주시 덕진구,인후동1가,음식점 > 중식 > 양꼬치,35.83444951,127.1639768
오동태 마을 아중본점,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식,35.83575093,127.166596
명성옥 전주본점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 찌개,전골",35.8283091,127.1627512
60계 전주아중인후우아점,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 치킨 > 60계,35.83547959,127.1672916
생선이야기,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 해물,생선",35.83313662,127.1618049
팔미가,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 닭요리",35.83223663,127.1738047
농부며느리,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식,35.82961186,127.1715102
훔친수산풍천민물장어,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 장어",35.83605233,127.1676171
전라도음식이야기,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 한정식,35.83300576,127.1729342
신돈조선별관 본점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 갈비",35.83556116,127.1682514
진미면막국수,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 국수,35.83339869,127.1729439
남원춘향골추어탕,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 추어",35.83646514,127.1682389
향토식당,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식,35.83679255,127.1693442
한옥면옥,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 냉면,35.8348909,127.170614
고산촌,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기",35.83628563,127.1683547
열정마산아구,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 아구",35.83180224,127.172542
흑가든흑염소전문,전북특별자치도,전주시 덕진구,산정동,"음식점 > 한식 > 사철탕,영양탕",35.84172866,127.1762882
원조진안흑돼지,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기",35.83172316,127.1723847
원조남원골추어탕,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 추어",35.83441835,127.1708211
부평굴요리,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 굴,전복",35.83617084,127.1679427
88콩나물국밥 고려병원점,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식 > 국밥,35.83893854,127.167342
쌈밥마을고기나라,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식 > 쌈밥,35.83686558,127.1699597
군산막회,전북특별자치도,전주시 덕진구,산정동,"음식점 > 한식 > 해물,생선 > 회",35.83628356,127.1698257
우리밀누룩꽃빵,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 간식 > 제과,베이커리",35.83370114,127.1725782
여수굴세꼬시,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 굴,전복",35.83680164,127.1680016
황소명품곰탕,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식 > 곰탕,35.84214712,127.1760954
아중각,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 중식 > 중국요리,35.8352919,127.1674539
감자탕나라,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식 > 감자탕,35.83672713,127.1697148
성완각,전북특별자치도,전주시 덕진구,산정동,음식점 > 중식 > 중국요리,35.83740676,127.1709338
금빛한우,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기",35.83658011,127.1672253
아중천민물장어한우,전북특별자치도,전주시 덕진구,산정동,"음식점 > 한식 > 해물,생선 > 장어",35.83482128,127.1720339
팔미가,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기 > 닭요리",35.83223663,127.1738047
훔친수산풍천민물장어,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 장어",35.83605233,127.1676171
전주순두부,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식 > 두부전문점,35.84096298,127.1697593
60계 전주아중인후우아점,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 치킨 > 60계,35.83547959,127.1672916
김돈이 아중점,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 육류,고기",35.8356439,127.1664342
오동태 마을 아중본점,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식,35.83575093,127.166596
오복식당,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식,35.83788638,127.1701899
고창해성수산 사계절왕새우직판장,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 양식 > 해산물,35.83582218,127.1691396
진안꺼먹돼지 연탄생구이,전북특별자치도,전주시 덕진구,산정동,"음식점 > 한식 > 육류,고기",35.83744099,127.1696721
용궁미가,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 회",35.83561313,127.1678253
양평해장국 아중점,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 해장국,35.8354135,127.1655527
남쪽나라,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식,35.83704351,127.1677631
모닝토스트김밥,전북특별자치도,전주시 덕진구,산정동,음식점 > 분식,35.84156563,127.1731166
유정본가설렁탕,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식 > 설렁탕,35.83916514,127.1677144
국수연,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 한식 > 국수,35.83441232,127.1712527
율담정육식당 아중직영점,전북특별자치도,전주시 덕진구,인후동1가,"음식점 > 한식 > 육류,고기",35.83527322,127.1666249
천안당호두과자 전주점,전북특별자치도,전주시 덕진구,산정동,"음식점 > 간식 > 제과,베이커리",35.84030259,127.1702316
아리랑88통닭,전북특별자치도,전주시 덕진구,우아동2가,음식점 > 치킨,35.83580182,127.1669392
금화왕돈까스 전주산정점,전북특별자치도,전주시 덕진구,산정동,"음식점 > 일식 > 돈까스,우동 > 금화왕돈까스",35.84287253,127.1666917
낭만의광장,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 회",35.83585173,127.168636
죽도민물매운탕,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 한식 > 해물,생선 > 매운탕,해물탕",35.83250923,127.1722591
삿뽀로우동집,전북특별자치도,전주시 덕진구,우아동2가,"음식점 > 일식 > 돈까스,우동",35.83565526,127.1679859
흑가든흑염소전문,전북특별자치도,전주시 덕진구,산정동,"음식점 > 한식 > 사철탕,영양탕",35.84172866,127.1762882
황소명품곰탕,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식 > 곰탕,35.84214712,127.1760954
산정집,전북특별자치도,전주시 덕진구,금상동,음식점 > 한식,35.84754126,127.1850095
모닝토스트김밥,전북특별자치도,전주시 덕진구,산정동,음식점 > 분식,35.84156563,127.1731166
무진장수산,전북특별자치도,전주시 덕진구,산정동,"음식점 > 한식 > 해물,생선 > 회",35.84240297,127.173694
신바람만두찐빵,전북특별자치도,전주시 덕진구,산정동,음식점 > 분식,35.84151824,127.1728586
이웃사촌,전북특별자치도,전주시 덕진구,산정동,음식점 > 한식,35.8412925,127.1712653
산정집,전북특별자치도,전주시 덕진구,금상동,음식점 > 한식,35.84754126,127.1850095
청마루뼈다귀,전북특별자치도,전주시 덕진구,금상동,음식점 > 한식 > 감자탕,35.85372057,127.19396
한옥집,전북특별자치도,전주시 덕진구,금상동,"음식점 > 한식 > 육류,고기 > 갈비",35.8541444,127.1949264
청마루뼈다귀,전북특별자치도,전주시 덕진구,금상동,음식점 > 한식 > 감자탕,35.85372057,127.19396
산정집,전북특별자치도,전주시 덕진구,금상동,음식점 > 한식,35.84754126,127.1850095
한옥집,전북특별자치도,전주시 덕진구,금상동,"음식점 > 한식 > 육류,고기 > 갈비",35.8541444,127.1949264
청마루뼈다귀,전북특별자치도,전주시 덕진구,금상동,음식점 > 한식 > 감자탕,35.85372057,127.19396
